MVID,MVNAME,OBO,OPG_DATE,TOTAL_0_UNAIDED AWARENESS,MU25_0_UNAIDED AWARENESS,MO25_0_UNAIDED AWARENESS,FU25_0_UNAIDED AWARENESS,FO25_0_UNAIDED AWARENESS,CAUC_0_UNAIDED AWARENESS,AF-AM_0_UNAIDED AWARENESS,LATINO_0_UNAIDED AWARENESS,ASN_OTHER_0_UNAIDED AWARENESS,TOTAL_0_TOTAL AWARENESS,MU25_0_TOTAL AWARENESS,MO25_0_TOTAL AWARENESS,FU25_0_TOTAL AWARENESS,FO25_0_TOTAL AWARENESS,CAUC_0_TOTAL AWARENESS,AF-AM_0_TOTAL AWARENESS,LATINO_0_TOTAL AWARENESS,ASN_OTHER_0_TOTAL AWARENESS,TOTAL_0_DEFINITE INTERST,MU25_0_DEFINITE INTERST,MO25_0_DEFINITE INTERST,FU25_0_DEFINITE INTERST,FO25_0_DEFINITE INTERST,CAUC_0_DEFINITE INTERST,AF-AM_0_DEFINITE INTERST,LATINO_0_DEFINITE INTERST,ASN_OTHER_0_DEFINITE INTERST,TOTAL_0_FIRST CHOICE,MU25_0_FIRST CHOICE,MO25_0_FIRST CHOICE,FU25_0_FIRST CHOICE,FO25_0_FIRST CHOICE,CAUC_0_FIRST CHOICE,AF-AM_0_FIRST CHOICE,ASN_OTHER_0_FIRST CHOICE,LATINO_0_FIRST CHOICE,TOTAL_0_FC_OP_REL,MU25_0_FC_OP_REL,MO25_0_FC_OP_REL,FU25_0_FC_OP_REL,FO25_0_FC_OP_REL,CAUC_0_FC_OP_REL,AF-AM_0_FC_OP_REL,LATINO_0_FC_OP_REL,ASN_OTHER_0_FC_OP_REL,TOTAL_0_UNAID INTENT,MU25_0_UNAID INTENT,MO25_0_UNAID INTENT,FU25_0_UNAID INTENT,FO25_0_UNAID INTENT,CAUC_0_UNAID INTENT,AF-AM_0_UNAID INTENT,LATINO_0_UNAID INTENT,ASN_OTHER_0_UNAID INTENT,CRITICSCORE,SCRNS,RATING_G,RATING_PG,RATING_PG-13,RATING_R,GENRE_ACTION ADVENTURE,GENRE_ACTION COMEDY,GENRE_ACTION DRAMA,GENRE_FAMILY,GENRE_HORROR,GENRE_HUMN INTST CMDY,GENRE_HUMN INTST DRMA,GENRE_ROMANTIC COMEDY,GENRE_ROMANTIC DRAMA,GENRE_SUSPNS/THRILLER,GENRE_ZANY COMEDY,GENRE_2_HIGH,GENRE_2_LOW,CAST_ANI CAST,CAST_KNOWN CAST,CAST_STAR CAST,CAST_UNKNOWN CAST,SEQUEL_NON-SEQUEL,SEQUEL_SEQUEL,MONTH_1,MONTH_2,MONTH_3,MONTH_4,MONTH_5,MONTH_6,MONTH_7,MONTH_8,MONTH_9,MONTH_10,MONTH_11,MONTH_12,STUDIO_GROUP_BIG,STUDIO_GROUP_SMALL,HowMany_LastWeek,HowMany_ThisWeek,HowMany_NextWeek,LastWeek_Big,LastWeek_Small
65517,"Dog's Purpose, A",18222810,1/27/2017,24,22,19,31,24,25,17,24,28,81,77,76,88,85,84,72,80,80,43,41,35,51,42,42,43,45,42,8,7,5,11,8,8,5,4,7,13,12,7,17,15,14,8,14,6,5,3,2,10,5,6,2,4,3,35,3058,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,0,1
65574,Baywatch,23106943,5/25/2017,29,21,30,33,29,28,35,26,27,94,87,95,91,96,94,97,91,90,38,43,38,47,31,35,44,46,32,9,12,8,13,8,8,14,2,12,14,15,15,17,11,12,22,17,11,6,6,5,10,6,6,8,8,4,20,3647,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,2,0,1
65579,Sherlock Gnomes,10604774,3/23/2018,13,10,11,13,16,13,9,14,8,76,75,75,76,79,75,69,83,85,31,33,30,29,32,30,37,36,23,4,5,3,4,5,6,1,3,2,6,7,5,7,7,7,6,5,3,3,2,3,3,4,3,3,4,1,18,3662,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,5,3,0,0
65583,Middle School: The Worst Years of My Life,6878437,10/7/2016,9,9,7,11,9,9,8,8,8,62,64,59,65,60,62,61,63,63,30,37,25,35,22,29,33,30,26,1,2,1,2,1,1,1,0,2,5,6,5,7,1,4,7,5,4,1,2,0,1,1,1,1,0,1,56,2822,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,3,2,0,2
65657,My Little Pony: The Movie (2017),8885899,10/6/2017,13,7,10,17,19,13,10,15,17,71,69,65,72,77,70,67,76,66,22,16,21,20,27,17,27,33,22,3,1,2,4,5,2,3,3,5,4,1,2,6,7,3,5,7,3,3,1,2,3,5,3,4,4,3,50,2528,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,3,2,0,1
65658,Meet the Blacks,4055940,4/1/2016,5,5,5,6,6,5,10,5,5,47,52,53,42,42,42,67,52,42,35,33,33,38,35,30,55,33,19,2,2,2,1,2,1,6,1,2,5,4,5,6,6,2,18,5,3,0,0,0,1,0,0,2,0,0,13,1015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,1,0
65710,Murder on the Orient Express (2017),28681472,11/10/2017,16,12,16,13,21,17,13,13,23,77,66,84,66,79,79,75,70,78,45,36,44,45,49,44,46,46,46,12,6,14,9,16,15,7,7,9,19,13,19,15,23,21,12,16,14,5,2,4,3,7,6,1,3,5,58,3341,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,3,1,0
65721,Rock Dog,3704749,2/24/2017,13,13,12,15,13,13,13,14,10,50,50,47,48,57,51,52,50,48,34,40,25,39,33,33,32,39,35,3,3,1,4,3,3,2,3,3,7,7,4,10,9,9,6,7,6,2,3,1,2,2,1,1,2,1,41,2077,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,0,1
65962,"Edge of Seventeen, The",4754215,11/18/2016,10,8,8,14,9,10,11,10,9,60,56,54,66,61,60,54,64,52,33,34,29,43,28,31,41,38,34,3,2,2,7,2,3,2,2,3,5,3,3,13,4,5,4,7,4,1,0,0,2,0,0,1,1,1,94,1945,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,3,3,0,1
65963,"Bye Bye Man, The",15204094,1/13/2017,14,14,13,18,14,14,18,15,11,54,56,53,62,46,52,64,57,43,32,37,28,32,31,30,35,35,26,3,4,2,4,1,3,2,5,3,5,6,3,9,2,5,4,6,6,1,1,1,2,1,1,2,1,1,24,2220,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,3,0,0
65984,Sleepless,9771305,1/13/2017,7,9,9,6,6,6,14,7,5,51,53,59,44,47,47,72,47,44,34,36,33,32,35,27,56,33,26,3,5,4,2,4,2,13,0,2,4,7,4,2,4,2,19,2,2,1,0,2,2,1,1,5,0,0,15,1803,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,3,0,0
65985,"Snowman, The",3372565,10/20/2017,15,14,15,12,16,15,9,15,19,72,73,74,62,74,71,76,74,64,37,44,39,34,33,32,52,42,40,4,5,3,3,4,3,4,4,6,8,8,8,6,7,8,4,10,6,3,2,2,3,3,2,1,4,6,8,1812,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,5,3,0,0
66036,"Emoji Movie, The",24531923,7/28/2017,28,29,20,34,34,27,27,32,30,89,91,84,93,91,88,89,90,89,29,31,25,31,32,26,39,35,26,6,7,5,6,7,6,5,5,6,9,12,7,10,9,8,10,10,9,8,7,6,9,10,7,11,9,4,7,4075,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,2,3,1,0
66037,Peter Rabbit,25010928,2/9/2018,21,17,18,28,24,23,17,20,21,80,73,76,83,86,82,73,78,80,30,24,27,34,34,27,36,38,33,5,3,4,6,7,6,2,3,5,10,9,8,9,15,10,7,12,12,4,3,5,5,4,5,2,7,1,59,3725,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,0,1
66181,Early Man,4260148,2/16/2018,7,8,8,5,6,7,4,9,4,41,42,48,31,39,41,42,44,38,30,33,28,36,27,28,26,32,44,2,1,2,2,2,1,2,2,2,3,2,3,2,3,3,3,3,2,1,1,1,1,1,1,0,1,0,81,2494,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,0,0
66196,Tyler Perry's Boo! A Madea Halloween,28501448,10/21/2016,18,18,13,19,21,15,31,17,16,73,69,69,74,80,69,92,73,64,41,47,30,45,41,34,60,45,32,8,8,5,11,9,6,20,3,6,11,9,6,15,13,7,27,10,3,5,6,3,7,5,4,13,3,3,24,2260,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,4,1,0,1
66226,"Birth of a Nation, The",7004254,10/7/2016,7,7,9,6,7,6,11,7,7,55,51,62,48,61,51,71,57,58,30,32,31,24,30,25,43,29,30,3,4,4,3,3,3,9,3,0,6,7,7,4,3,5,12,2,2,1,1,1,0,1,1,3,0,1,77,2105,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,3,2,0,2
66269,Blade Runner 2049,32753122,10/6/2017,35,32,38,29,36,39,24,30,31,87,84,91,83,87,88,80,88,90,50,53,60,36,43,50,56,50,48,18,14,26,9,15,20,9,16,18,24,22,34,13,19,26,17,21,21,11,7,15,4,12,14,4,6,13,89,4058,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,3,2,0,1
66311,Collateral Beauty,7102085,12/16/2016,14,11,12,15,16,13,17,15,15,70,62,73,66,79,68,79,69,74,39,38,35,41,43,37,46,42,39,6,2,5,3,10,5,11,5,5,8,3,7,10,15,6,21,7,2,2,1,2,3,4,2,4,3,0,13,3028,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,5,0,1
66312,Rampage (2018),35753093,4/13/2018,27,30,28,21,28,26,27,30,27,82,87,87,75,76,82,86,78,82,48,51,49,46,44,42,63,55,45,9,10,9,9,8,9,11,7,8,21,23,29,16,15,21,23,22,20,7,6,9,5,7,6,8,9,11,50,4101,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,3,2,1,2
66336,Bumblebee: A Transformer's Origin Story,21654047,12/21/2018,29,29,27,35,28,28,30,32,29,85,84,88,86,83,84,91,88,84,49,60,51,45,42,46,53,54,54,10,16,9,9,8,9,13,17,10,11,16,11,10,10,9,15,12,20,7,9,6,9,7,7,8,8,8,93,3550,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,5,2,0,1
66385,Nerve,9445456,7/27/2016,14,11,11,20,12,13,12,14,18,55,55,45,65,54,54,56,56,50,40,38,33,50,34,38,47,39,41,3,2,1,6,2,2,4,3,3,7,4,4,15,6,6,10,9,4,2,1,0,4,1,2,1,2,3,57,2538,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,3,2,1,0
66450,"Predator, The",24632284,9/14/2018,28,29,31,23,26,25,32,30,33,84,87,89,79,78,82,87,88,85,50,59,57,40,39,47,60,53,47,17,25,25,10,8,16,17,18,20,25,34,35,17,13,24,30,27,24,8,12,12,6,3,7,9,8,9,34,4037,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,4,2,1,1
66460,Patriots Day,13753384,1/13/2017,10,10,11,10,10,11,8,10,9,71,69,79,64,73,73,70,68,65,38,37,40,31,42,39,33,36,38,7,8,10,4,8,8,4,2,8,8,9,11,5,7,9,6,8,8,1,1,3,1,2,2,0,2,2,79,3120,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,3,0,0
66741,Arrival,24074047,11/11/2016,12,13,14,11,13,12,11,13,19,58,61,65,45,63,59,55,59,58,43,41,48,37,43,42,46,44,39,4,6,4,1,4,4,4,6,3,7,7,7,3,9,7,4,8,9,1,1,2,0,3,2,0,3,2,93,2317,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,3,3,1,0
66781,Queen of Katwe,2495427,9/30/2016,4,4,4,5,6,3,7,4,6,46,43,47,44,50,42,62,48,49,29,30,26,28,33,28,37,30,20,2,1,2,1,2,1,5,3,1,3,3,4,1,3,2,6,1,7,0,0,0,0,0,0,0,0,0,91,1242,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,4,3,0,0
66794,Office Christmas Party,16890204,12/9/2016,20,19,20,18,23,21,19,19,13,79,74,86,73,84,79,78,83,73,46,48,44,46,48,44,52,51,34,9,7,6,10,14,10,9,1,8,18,15,20,17,22,18,22,18,14,4,3,4,4,5,5,2,3,2,43,3210,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,2,0,1
66835,Fist Fight,14121149,2/17/2017,15,17,16,15,14,14,23,13,17,66,69,72,61,61,60,90,65,71,43,48,41,42,39,39,55,41,40,6,7,8,5,4,5,11,4,6,6,8,7,5,5,5,13,6,6,2,4,3,2,2,2,7,2,1,29,3185,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,1,0
66836,Ocean's 8,41607378,6/8/2018,27,19,22,33,34,27,30,27,23,90,83,94,86,92,93,87,89,80,45,38,40,49,52,42,54,53,39,9,4,7,8,15,8,16,11,7,20,12,16,22,28,17,28,23,17,7,3,7,7,11,7,11,6,6,68,4145,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,3,3,0,2
66844,Life (2017),12501936,3/24/2017,15,15,16,13,17,16,16,15,13,58,53,65,54,59,58,58,55,61,35,33,37,32,36,37,31,31,31,4,5,5,2,3,5,2,1,3,5,5,6,3,4,5,4,4,1,1,1,1,1,1,1,1,1,0,67,3146,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,3,2,1,1
66848,God's Not Dead: A Light in Darkness,2689677,3/30/2018,6,5,6,7,7,7,4,6,8,50,46,53,50,47,48,49,53,51,37,31,36,40,41,36,39,42,34,3,2,3,4,3,3,2,7,1,3,3,3,4,4,4,3,1,7,1,0,1,0,1,1,0,0,4,13,1693,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,3,4,0,3
66907,Alpha (2018),10352512,8/17/2018,17,17,17,16,17,16,15,17,34,56,60,59,49,55,54,54,59,72,35,35,35,28,36,33,36,34,44,4,5,4,2,6,5,1,9,4,5,6,5,3,6,6,3,5,9,4,3,4,2,6,4,7,3,9,82,2719,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,3,2,0,1
66970,47 Meters Down,11205562,6/16/2017,6,6,5,7,8,7,8,4,1,51,47,53,50,52,51,54,55,40,33,38,28,42,31,29,44,34,35,3,3,3,3,3,3,2,4,2,5,6,4,6,6,5,3,8,4,1,1,1,2,2,2,1,0,1,54,2270,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,4,1,0,2
67015,Show Dogs,6023972,5/18/2018,10,9,8,11,12,10,9,9,14,62,60,63,59,64,63,62,60,56,32,32,30,33,33,30,41,30,28,3,1,2,4,4,3,2,0,4,5,3,3,5,7,6,3,5,0,1,0,1,1,1,1,2,0,0,17,3212,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3,1,0,0
67028,Fences,11600170,12/23/2016,13,12,14,11,16,11,24,12,14,57,53,63,48,65,51,83,58,56,39,34,40,36,44,27,60,47,38,6,6,7,3,8,4,17,3,6,5,4,7,4,7,4,18,5,3,2,1,3,1,4,0,11,1,2,95,2233,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,1,1
67077,CHiPs (2017),7722802,3/24/2017,14,13,16,12,15,15,16,13,10,66,63,76,54,72,68,62,66,60,28,29,29,26,27,27,29,32,20,3,5,6,4,2,3,5,0,6,5,6,6,4,4,5,3,6,1,1,2,2,1,1,1,1,1,1,19,2464,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,3,2,1,1
67078,It,123403419,9/8/2017,49,52,43,60,50,47,50,58,45,89,91,86,90,90,87,90,94,84,56,66,56,62,49,55,61,62,44,29,33,28,34,25,29,24,20,36,40,45,40,44,35,40,35,48,29,27,33,23,34,25,25,28,34,22,85,4103,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2,0,0
67097,Mary Poppins Returns,23523121,12/19/2018,38,23,31,45,50,38,37,38,36,89,82,86,94,93,89,85,92,84,38,26,30,46,48,41,28,38,32,10,2,5,16,17,12,4,14,6,12,3,6,17,21,13,6,11,16,11,4,8,12,18,13,5,9,9,77,4090,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,5,2,0,1
67197,Blockers,20556350,4/6/2018,15,16,13,17,16,15,13,18,12,65,65,64,70,65,64,68,71,56,38,41,33,46,37,38,37,40,31,6,7,3,15,6,7,3,5,6,11,12,8,18,12,12,7,13,13,4,3,3,6,4,3,4,6,3,82,3379,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,4,3,0,1
67251,Happy Death Day,26039025,10/13/2017,18,17,12,30,20,17,17,26,13,66,75,64,79,57,61,70,80,64,36,40,31,48,33,33,43,40,38,5,8,3,11,4,4,5,6,9,11,14,5,24,9,8,15,16,10,5,7,4,11,3,5,4,5,7,68,3149,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,2,5,0,1
67267,Rough Night,8004283,6/16/2017,11,8,9,15,13,12,11,11,10,57,48,56,59,61,57,53,59,49,30,37,23,33,33,30,33,30,24,3,2,2,5,3,3,1,3,4,5,2,4,6,6,5,1,7,5,1,1,0,1,2,1,1,1,0,48,3162,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,4,1,0,2
67283,Blair Witch,9576057,9/16/2016,17,18,15,17,17,16,17,18,18,80,81,81,78,81,80,81,80,84,34,42,32,38,27,32,38,42,31,8,11,11,8,4,7,7,15,12,15,18,15,15,9,13,14,18,19,4,5,3,3,4,3,4,5,5,36,3121,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,3,2,0,2
67355,Girls Trip,31201920,7/21/2017,18,10,11,27,25,17,32,12,14,72,59,67,80,83,71,90,69,62,36,29,26,49,42,30,63,36,22,8,3,4,13,12,5,22,4,7,12,5,6,21,17,9,28,10,7,5,3,2,8,8,4,13,4,0,88,2591,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,3,2,1,1
67440,"Case for Christ, The",3967885,4/7/2017,2,2,3,2,3,2,3,3,3,35,38,41,28,33,36,35,33,32,31,30,31,32,32,30,35,32,33,3,3,2,3,3,2,2,5,3,3,3,3,3,4,3,4,3,7,0,0,0,0,0,0,0,0,0,77,1174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,1,1,0
67513,Morgan,2518540,9/2/2016,8,8,8,8,7,8,8,7,7,44,48,45,44,39,44,42,45,41,36,42,37,33,33,36,38,39,35,2,4,3,2,1,2,1,2,3,3,4,4,4,1,4,2,4,3,1,2,1,1,0,1,1,2,0,40,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,4,0,1
67543,Red Sparrow,16853422,3/2/2018,19,15,18,18,21,18,19,19,18,74,72,78,69,74,74,77,73,74,37,38,39,38,35,37,36,43,31,6,4,8,7,6,8,3,1,5,10,7,10,13,10,12,6,10,7,5,4,5,5,5,5,4,5,2,48,3056,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,2,4,0,1
67617,Only the Brave (2017),6002665,10/20/2017,5,4,5,4,7,6,2,4,5,53,51,58,39,55,55,56,48,47,33,36,32,32,33,35,29,32,22,2,1,2,0,2,2,1,3,0,3,5,4,1,3,4,2,1,4,1,1,1,0,2,2,0,0,0,90,2577,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,5,3,0,0
67619,Wonder,27547866,11/17/2017,17,14,14,18,22,17,16,17,22,67,61,66,61,73,68,60,67,67,37,28,31,43,46,36,42,37,37,7,4,5,9,11,8,5,3,6,8,5,5,10,12,8,5,8,8,4,3,2,5,6,5,1,3,5,86,3096,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,3,1,0,0
67709,Paddington 2,15003359,1/12/2018,17,15,13,18,20,16,16,15,26,81,77,77,79,88,82,80,82,75,26,25,24,32,26,24,30,27,34,3,3,2,4,5,3,1,7,5,5,5,3,6,6,4,2,6,11,4,2,3,5,5,4,2,4,9,100,3702,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,2,0,1
67772,All Eyez on Me,26435354,6/16/2017,11,14,8,13,12,8,26,12,7,49,51,50,46,48,39,79,58,51,37,41,34,45,34,28,63,36,23,5,6,5,6,6,2,23,0,6,8,9,6,10,7,3,28,9,2,3,5,2,4,3,2,12,2,0,22,2471,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,4,1,0,2
67963,Tomb Raider,23633317,3/16/2018,26,27,28,24,24,25,23,29,26,91,93,95,83,89,90,93,92,93,42,46,46,37,37,39,44,50,36,8,9,11,8,5,9,8,9,8,15,17,20,11,10,14,17,11,25,6,7,8,4,5,7,5,6,5,50,3854,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,2,5,0,2
67972,Flatliners (2017),6574326,9/29/2017,20,18,15,28,24,20,22,17,26,78,68,78,81,82,80,73,75,77,38,43,33,46,39,38,43,41,28,6,6,3,10,6,6,5,3,4,10,10,8,16,10,11,11,7,12,3,3,1,6,5,4,2,4,3,4,2552,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,2,3,0,1
67991,Miss Sloane,1844972,12/9/2016,4,4,4,4,4,4,4,3,4,37,33,46,30,40,37,38,38,38,26,29,26,24,26,25,27,31,23,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,69,1648,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,0,1
68018,God Bless the Broken Road,1386254,9/7/2018,3,2,3,4,3,3,3,1,0,36,40,33,35,38,37,33,34,41,32,29,31,32,33,31,36,29,34,3,3,2,2,4,3,2,3,2,6,4,7,3,7,7,6,1,7,1,1,0,0,1,1,0,1,0,11,1272,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,3,4,0,2
68032,Jigsaw,16640452,10/27/2017,22,24,18,29,21,22,21,21,22,71,79,74,72,64,67,78,79,74,40,48,39,45,32,38,55,39,20,8,10,8,11,6,8,9,6,9,12,17,12,16,8,12,17,11,9,7,9,7,8,6,8,5,8,5,31,2941,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,3,2,0,3
68041,"Commuter, The",15795899,1/12/2018,17,14,19,12,18,16,20,16,18,65,58,75,53,65,64,71,69,62,37,39,36,34,40,35,45,43,31,6,4,8,2,6,6,5,5,8,9,7,11,7,9,9,11,11,4,3,3,4,2,3,3,3,5,2,57,2892,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,2,0,1
