MVID,MVNAME,OBO,OPG_DATE,TOTAL_0_UNAIDED AWARENESS,MU25_0_UNAIDED AWARENESS,MO25_0_UNAIDED AWARENESS,FU25_0_UNAIDED AWARENESS,FO25_0_UNAIDED AWARENESS,CAUC_0_UNAIDED AWARENESS,AF-AM_0_UNAIDED AWARENESS,LATINO_0_UNAIDED AWARENESS,ASN_OTHER_0_UNAIDED AWARENESS,TOTAL_0_TOTAL AWARENESS,MU25_0_TOTAL AWARENESS,MO25_0_TOTAL AWARENESS,FU25_0_TOTAL AWARENESS,FO25_0_TOTAL AWARENESS,CAUC_0_TOTAL AWARENESS,AF-AM_0_TOTAL AWARENESS,LATINO_0_TOTAL AWARENESS,ASN_OTHER_0_TOTAL AWARENESS,TOTAL_0_DEFINITE INTERST,MU25_0_DEFINITE INTERST,MO25_0_DEFINITE INTERST,FU25_0_DEFINITE INTERST,FO25_0_DEFINITE INTERST,CAUC_0_DEFINITE INTERST,AF-AM_0_DEFINITE INTERST,LATINO_0_DEFINITE INTERST,ASN_OTHER_0_DEFINITE INTERST,TOTAL_0_FIRST CHOICE,MU25_0_FIRST CHOICE,MO25_0_FIRST CHOICE,FU25_0_FIRST CHOICE,FO25_0_FIRST CHOICE,CAUC_0_FIRST CHOICE,AF-AM_0_FIRST CHOICE,ASN_OTHER_0_FIRST CHOICE,LATINO_0_FIRST CHOICE,TOTAL_0_FC_OP_REL,MU25_0_FC_OP_REL,MO25_0_FC_OP_REL,FU25_0_FC_OP_REL,FO25_0_FC_OP_REL,CAUC_0_FC_OP_REL,AF-AM_0_FC_OP_REL,LATINO_0_FC_OP_REL,ASN_OTHER_0_FC_OP_REL,TOTAL_0_UNAID INTENT,MU25_0_UNAID INTENT,MO25_0_UNAID INTENT,FU25_0_UNAID INTENT,FO25_0_UNAID INTENT,CAUC_0_UNAID INTENT,AF-AM_0_UNAID INTENT,LATINO_0_UNAID INTENT,ASN_OTHER_0_UNAID INTENT,CRITICSCORE,SCRNS,RATING_G,RATING_PG,RATING_PG-13,RATING_R,GENRE_ACTION ADVENTURE,GENRE_ACTION COMEDY,GENRE_ACTION DRAMA,GENRE_FAMILY,GENRE_HORROR,GENRE_HUMN INTST CMDY,GENRE_HUMN INTST DRMA,GENRE_ROMANTIC COMEDY,GENRE_ROMANTIC DRAMA,GENRE_SUSPNS/THRILLER,GENRE_ZANY COMEDY,GENRE_2_HIGH,GENRE_2_LOW,CAST_ANI CAST,CAST_KNOWN CAST,CAST_STAR CAST,CAST_UNKNOWN CAST,SEQUEL_NON-SEQUEL,SEQUEL_SEQUEL,MONTH_1,MONTH_2,MONTH_3,MONTH_4,MONTH_5,MONTH_6,MONTH_7,MONTH_8,MONTH_9,MONTH_10,MONTH_11,MONTH_12,STUDIO_GROUP_BIG,STUDIO_GROUP_SMALL,HowMany_LastWeek,HowMany_ThisWeek,HowMany_NextWeek,LastWeek_Big,LastWeek_Small
48792,Pacific Rim: Uprising,28116535,3/23/2018,18,22,19,12,16,16,18,19,26,80,88,87,73,72,79,82,81,90,40,46,45,34,34,37,52,42,44,7,11,11,3,4,7,5,13,8,14,21,18,8,8,13,15,15,21,5,6,5,2,5,4,7,5,10,45,3708,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,5,3,0,0
48844,Black Mass,22635037,9/18/2015,18,17,23,16,16,18,15,17,20,65,64,77,56,63,64,70,64,67,47,47,53,41,45,45,51,54,37,10,8,15,7,8,11,4,10,10,15,12,25,9,14,18,7,14,15,5,4,11,3,3,6,3,4,3,75,3188,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,4,0,0
48874,Sinister 2,10542116,8/21/2015,18,19,14,22,19,17,24,19,16,73,75,68,79,67,72,74,73,71,42,46,39,46,38,39,46,47,51,9,9,4,15,8,10,7,6,8,13,13,7,22,11,15,10,12,11,5,5,3,7,5,5,6,5,3,12,2766,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3,2,1,0
48898,"Revenant, The (2015)",39826840,1/8/2016,22,20,24,20,24,23,20,21,18,72,68,80,62,75,74,67,69,68,46,49,54,33,45,45,47,52,29,7,6,12,4,8,9,3,6,6,10,9,15,6,9,10,4,12,9,5,5,5,2,5,5,3,5,3,81,3375,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,0,0
48899,"5th Wave, The",10326356,1/22/2016,13,12,11,17,12,13,11,13,20,58,57,55,65,52,55,56,64,64,39,37,34,45,39,38,38,40,46,6,5,3,11,5,6,4,13,5,10,11,6,15,8,10,5,10,22,5,3,3,8,3,5,5,2,9,17,2908,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,0,1
48901,Me Before You,18723269,6/3/2016,17,13,12,24,20,18,15,14,23,55,41,45,66,70,56,51,55,54,34,26,25,42,37,34,31,35,28,6,1,2,10,8,7,4,2,5,6,2,3,10,10,7,5,7,2,3,0,1,7,4,4,1,1,5,57,2704,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,3,2,1,0
48910,Guardians of the Galaxy Vol. 2,146510104,5/5/2017,46,45,47,47,46,45,48,45,55,94,95,95,95,92,93,94,96,98,65,70,69,67,57,62,68,74,61,38,42,42,36,32,38,33,39,41,51,56,55,51,43,51,51,54,50,25,27,26,24,23,23,24,29,34,81,4347,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2,0,1
48912,Avengers: Infinity War,257698183,4/27/2018,60,63,65,54,57,58,61,63,80,95,95,96,96,95,94,97,98,100,71,80,76,63,66,67,81,77,78,49,61,57,39,39,44,54,65,58,54,68,62,42,45,48,61,64,70,37,41,45,29,29,32,39,44,60,84,4474,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1
48914,Black Panther,242155680,2/16/2018,57,60,62,56,52,54,74,60,50,95,95,96,93,93,95,96,95,91,62,68,66,63,55,55,86,69,65,39,45,46,36,31,32,67,35,45,46,57,53,39,37,38,76,54,38,34,39,40,30,25,27,61,38,25,97,4020,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,0,0
49076,"Huntsman: Winter's War, The",19445035,4/22/2016,16,13,13,19,19,16,14,16,19,79,75,73,83,84,79,78,77,82,41,41,35,46,41,39,44,46,43,7,6,5,10,10,10,5,9,6,13,12,11,15,16,14,13,13,15,5,3,3,6,8,5,5,3,8,16,3791,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,3,1,1
49092,"Martian, The",54308575,10/2/2015,25,24,30,21,26,26,25,25,24,80,81,85,73,82,81,79,80,78,53,54,56,46,52,53,51,54,50,15,14,20,11,13,17,7,17,13,15,15,21,13,15,19,9,12,12,11,10,16,7,13,13,10,8,12,93,3831,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,2,2,0,1
49103,Paper Towns,12650140,7/24/2015,17,16,12,26,15,17,19,16,17,61,60,47,75,62,61,57,62,65,30,26,18,47,24,31,30,31,29,5,2,1,12,3,4,4,6,4,7,4,2,20,6,8,7,6,9,3,2,0,10,2,4,4,2,5,55,3031,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,3,2,1,0
49104,"Transporter Refueled, The",9005474,9/4/2015,11,13,14,9,10,12,12,11,10,64,74,76,46,62,62,73,68,61,39,42,43,34,35,36,47,42,43,4,6,3,3,4,3,4,2,7,10,14,10,5,10,8,14,12,11,2,2,3,1,2,2,1,2,4,16,3434,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,2,0,2
49120,"Hateful Eight, The",15706645,1/1/2016,16,16,20,11,17,14,20,17,17,65,63,78,54,66,65,71,61,63,44,49,52,33,41,39,58,52,36,8,9,12,4,8,7,13,7,11,11,14,16,5,10,9,19,15,8,4,3,5,1,4,2,7,4,4,75,2474,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,2,0,1
49164,Justice League,93842239,11/17/2017,45,47,47,43,42,43,48,50,48,92,93,93,90,92,92,91,95,89,59,68,67,50,50,54,74,67,62,24,30,32,17,16,21,34,25,29,29,37,36,22,19,25,36,34,32,19,20,24,14,15,16,23,24,22,41,4051,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,3,1,0,0
49170,Wonder Woman,103251471,6/2/2017,50,45,50,51,51,47,56,54,51,95,94,93,94,97,95,96,96,93,55,54,59,58,50,50,61,63,68,21,14,23,20,24,19,24,25,26,32,24,35,27,35,28,41,37,32,22,20,24,21,22,20,27,25,25,93,4165,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,2,3,1,0
49171,Aquaman,67400000,12/21/2018,46,45,48,45,47,44,54,48,49,93,93,96,93,91,94,91,94,92,57,61,58,54,57,54,67,65,52,25,25,28,22,22,23,25,26,28,28,28,31,23,26,26,24,32,34,21,19,23,17,21,20,21,23,25,64,4125,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,5,2,0,1
49172,Suicide Squad,133682248,8/5/2016,42,42,42,47,34,40,41,45,51,90,90,93,91,85,88,92,92,93,62,70,63,62,54,59,64,70,63,23,29,22,24,14,22,20,25,25,28,36,28,28,20,27,26,32,32,23,27,24,26,14,20,27,26,34,27,4255,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,2,3,1,1
49174,Fantastic Beasts: The Crimes of Grindelwald,62163104,11/16/2018,24,25,24,26,24,25,18,22,43,83,83,88,81,77,82,75,86,91,50,52,48,56,48,49,41,57,56,15,15,15,18,15,17,6,23,14,22,24,21,26,18,23,9,19,37,8,12,6,10,7,7,5,9,16,40,4163,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,3,4,1,1
49218,Lights Out,21688103,7/22/2016,14,17,11,17,12,13,19,15,18,49,57,46,55,38,46,57,52,48,36,38,30,40,34,33,41,37,48,3,4,2,4,1,1,5,5,3,6,8,5,9,4,4,14,7,9,2,2,1,3,2,1,2,2,5,76,2818,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,3,3,0,1
49225,Teenage Mutant Ninja Turtles: Out of the Shadows,35316382,6/3/2016,25,25,25,24,27,25,25,28,26,90,93,89,89,89,90,95,89,86,36,44,41,30,29,32,47,39,38,6,6,10,5,4,6,8,7,6,11,13,16,9,8,11,15,8,10,3,4,4,2,4,2,5,4,3,34,4071,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,3,2,1,0
49228,Hardcore Henry,5107604,4/8/2016,8,9,10,7,7,9,8,6,9,48,56,54,40,41,48,51,48,38,32,42,37,23,23,32,34,32,31,3,8,3,0,2,4,2,1,3,7,16,8,1,4,7,7,6,1,1,3,2,1,0,1,1,2,0,51,3015,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,3,0,2
49261,"Hail, Caesar!",11355225,2/5/2016,11,10,12,9,12,12,9,9,11,65,61,73,57,69,66,62,63,65,32,30,34,28,35,31,33,34,30,5,5,6,3,9,6,3,5,4,7,6,8,4,10,8,4,6,7,1,1,2,0,2,1,1,2,1,81,2232,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,0,1
49287,Krampus,16293325,12/4/2015,20,22,15,25,18,20,21,20,17,65,67,61,70,59,66,63,64,51,39,40,34,44,39,36,50,44,37,5,6,2,8,3,4,5,2,7,8,10,5,14,6,8,8,11,4,5,4,2,8,4,5,5,6,3,65,2902,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0
49318,Triple 9,6109085,2/26/2016,6,7,7,5,5,6,7,5,6,45,48,55,34,42,43,52,45,47,34,34,35,31,35,30,43,37,30,2,1,3,2,2,1,5,0,1,4,3,4,2,6,2,9,6,3,0,1,0,0,0,0,1,0,0,56,2205,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,2
49340,"Nice Guys, The",11203270,5/20/2016,15,14,17,14,15,15,16,14,15,66,62,73,62,69,66,72,65,61,31,29,35,24,34,30,33,31,32,5,2,8,1,6,5,4,4,5,7,5,13,3,9,7,5,8,6,2,1,3,0,2,2,2,1,1,91,2865,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,3,2,0,1
49399,Race (2016),7353922,2/19/2016,9,9,8,9,9,9,14,7,4,51,54,60,45,46,49,66,49,48,33,35,31,29,36,31,48,28,24,4,3,4,2,7,3,11,3,1,6,5,6,3,9,5,12,3,7,1,1,0,0,3,1,4,0,0,59,2369,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,1,0
49407,Dirty Grandpa,11111875,1/22/2016,17,18,17,17,16,18,15,15,23,83,81,83,83,83,84,84,77,76,37,43,35,37,35,35,44,40,33,7,6,6,9,8,8,9,8,5,10,9,10,11,10,10,12,8,4,3,3,3,3,3,3,2,3,5,7,2912,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,0,1
49502,My Big Fat Greek Wedding 2,17861950,3/25/2016,17,14,14,19,21,18,15,16,15,80,68,80,82,91,82,80,75,69,29,18,22,34,41,29,32,29,22,7,3,4,8,12,8,3,1,8,9,5,6,9,18,11,3,10,1,2,0,1,3,3,3,1,2,1,25,3133,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,2,0,0
49527,Maze Runner: Scorch Trials,30316510,9/18/2015,26,26,22,32,22,26,25,26,27,83,90,81,85,75,82,83,83,85,56,59,53,61,51,53,62,60,61,15,19,10,20,8,15,14,25,13,25,30,21,34,17,27,14,25,38,7,8,6,9,5,7,5,8,6,50,3791,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,4,0,0
49528,Deadpool,152193853,2/12/2016,38,45,39,39,31,38,35,42,42,88,91,92,88,82,89,85,89,86,62,73,63,58,54,60,68,65,57,27,37,29,24,17,28,27,19,26,31,42,36,29,21,31,33,34,26,23,31,25,23,13,23,22,25,21,83,3558,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,3,3,0,1
49531,"Disappointments Room, The",1402823,9/9/2016,3,4,2,3,3,3,4,4,2,44,51,41,42,43,43,51,46,41,36,42,33,36,32,36,42,34,29,2,2,1,1,1,1,1,1,2,4,3,4,4,4,4,3,4,5,0,0,0,0,0,0,0,0,0,0,1554,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,4,3,0,2
49532,Kidnap (2017-I),10016323,8/4/2017,11,9,8,11,17,11,16,11,6,63,56,60,64,70,58,82,70,47,41,36,34,46,48,36,57,44,27,5,3,4,6,9,4,10,6,6,8,6,5,8,14,7,17,8,6,3,2,1,3,7,3,10,2,0,38,2378,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3,3,0,0
49533,Incarnate,2534884,12/2/2016,4,6,4,3,3,4,4,3,4,35,41,36,29,33,35,38,35,30,32,34,33,28,33,28,41,35,36,1,1,1,1,0,0,1,1,0,2,2,2,2,0,1,2,2,2,0,0,0,0,0,0,0,0,0,17,1737,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,2,1,1
49547,"Visit, The (2015-I)",25427560,9/11/2015,21,19,16,28,21,20,25,23,17,71,73,66,79,66,69,75,75,62,42,40,36,47,43,40,52,43,30,9,9,5,15,8,9,13,1,10,18,15,12,28,16,19,15,19,11,5,5,3,9,4,4,10,5,2,60,3069,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,2,0,1
49570,"Wild Life, The (2016)",3342697,9/9/2016,8,8,8,9,9,9,9,7,6,58,65,54,59,54,55,59,63,67,44,45,40,43,50,44,45,43,44,3,4,1,3,3,3,1,1,2,13,12,7,17,16,15,12,11,4,1,0,1,2,1,1,1,1,2,14,2493,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,4,3,0,2
49617,Deepwater Horizon,20223544,9/30/2016,13,13,14,12,14,13,13,12,15,68,67,76,59,71,68,67,68,73,42,44,43,35,45,42,40,46,34,6,4,7,4,6,5,2,5,8,9,9,11,7,9,9,5,12,10,3,3,3,2,3,3,1,1,4,83,3259,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,4,3,0,0
49718,Jem and the Holograms,1375320,10/23/2015,6,5,5,8,7,5,9,5,4,54,44,49,61,61,55,57,52,48,23,27,19,25,22,21,27,28,18,1,0,1,3,1,1,1,0,1,2,1,1,4,2,2,1,2,3,1,0,0,2,1,1,2,0,0,20,2413,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,5,2,0,1
49721,"Perfect Guy, The",25888154,9/11/2015,16,13,14,17,19,12,30,15,19,59,56,57,63,63,50,87,65,62,44,35,35,52,51,36,66,40,41,8,4,5,10,11,4,27,8,4,15,10,10,21,18,9,37,13,18,5,2,2,5,7,2,17,3,3,20,2221,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,2,0,1
49757,Moana,56631401,11/23/2016,32,28,27,39,35,32,35,34,35,82,78,75,91,84,82,82,83,87,53,50,42,63,56,51,57,56,52,10,7,7,14,10,8,9,10,14,15,11,9,21,15,12,15,20,16,8,5,6,11,9,6,9,11,10,97,3875,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,3,1,1,2
49772,"Gallows, The",9808463,7/10/2015,13,13,11,17,11,12,17,12,16,54,57,56,54,52,53,59,58,54,29,27,31,34,26,29,35,30,18,4,5,3,5,4,4,7,3,4,5,6,4,7,5,5,8,4,3,1,1,1,3,1,1,2,2,1,16,2720,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,3,2,0,0
49774,"Last Witch Hunter, The",10812861,10/23/2015,13,13,12,15,11,13,16,13,10,73,75,76,72,68,70,77,79,64,37,38,37,38,35,34,45,39,30,7,8,9,5,6,7,11,3,9,7,9,9,5,6,7,11,6,6,3,3,3,4,4,2,7,4,4,16,3082,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,5,2,0,1
49795,"Light Between Oceans, The",6179208,9/2/2016,4,3,4,3,5,4,2,3,4,47,47,48,45,50,49,43,43,55,34,33,32,32,38,32,43,37,23,2,1,2,2,5,2,1,8,1,5,2,6,4,9,7,3,1,4,0,0,0,0,1,0,0,0,0,59,1500,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,4,0,1
49863,"Finest Hours, The",10288932,1/29/2016,6,7,8,5,6,7,5,6,6,50,49,57,39,53,51,45,49,54,30,33,29,30,30,32,30,28,22,2,1,2,1,2,2,1,4,1,3,2,7,2,3,5,0,5,5,1,0,1,0,1,1,0,0,0,59,3143,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,0,0
49922,Collide,1512824,2/24/2017,5,4,5,4,6,5,4,6,3,40,40,44,32,42,40,44,35,40,27,29,27,28,25,24,34,29,25,2,3,1,2,2,2,2,0,1,3,3,2,3,4,3,2,3,4,0,0,0,0,0,0,0,0,0,20,2045,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,1
49923,We Are Your Friends,1767308,8/28/2015,8,8,7,10,7,7,9,10,6,60,58,51,73,56,58,60,63,64,33,32,28,38,30,34,28,31,35,5,2,2,11,6,6,3,10,5,8,3,3,18,9,8,6,7,15,1,2,0,2,1,2,1,1,0,42,2333,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,2,2,0,2
49935,Love the Coopers,8317545,11/13/2015,11,10,9,11,13,11,11,9,12,55,48,52,55,65,57,57,49,47,33,31,25,33,41,35,32,29,24,5,5,2,4,8,6,6,0,1,7,6,5,10,12,9,8,4,5,1,0,0,2,2,2,0,0,2,-1,2603,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,3,3,1,0
49937,Criminal (2016),5767278,4/15/2016,8,8,9,7,7,7,8,8,13,51,48,65,38,57,53,53,50,44,36,35,40,28,37,36,41,31,36,4,3,11,1,4,5,7,6,1,6,4,12,2,5,7,7,3,5,1,0,2,1,1,1,2,1,1,29,2683,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,3,1,0,1
49938,Mechanic: Resurrection,7456525,8/26/2016,6,6,8,5,7,6,8,7,8,55,57,71,41,49,52,63,60,44,42,47,47,34,37,39,45,48,40,5,6,9,2,2,4,6,7,6,6,6,13,3,4,5,10,7,9,1,1,2,0,2,1,2,1,1,22,2258,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,2,2,0,0
62112,"33, The",5787266,11/13/2015,11,12,10,11,11,11,11,12,9,55,57,60,45,60,54,58,63,41,33,36,37,29,30,31,38,37,26,4,2,5,2,5,3,3,6,5,6,6,8,5,8,6,5,10,4,1,1,2,2,2,2,2,2,0,41,2452,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,3,3,1,0
62154,"Great Wall, The",21508490,2/17/2017,17,19,20,14,15,17,13,18,17,78,79,89,70,75,79,74,79,86,40,44,47,31,38,40,36,45,46,8,10,10,4,6,7,9,14,8,9,12,13,5,8,9,9,11,13,4,3,6,2,3,4,2,4,2,35,3326,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,1,0
62222,Star Trek Beyond,59253211,7/22/2016,24,24,26,21,24,24,23,21,30,81,82,88,76,81,81,78,82,88,43,44,53,31,43,42,47,44,39,11,9,16,6,11,11,12,7,8,14,13,22,7,16,13,15,17,14,8,7,14,4,6,9,4,6,10,83,3928,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,3,3,0,1
62239,"Boss, The",23586645,4/8/2016,20,18,18,20,22,21,19,17,20,73,64,73,71,84,73,81,69,68,43,38,37,47,52,43,46,46,37,8,7,4,10,12,8,9,2,9,12,9,7,15,18,13,7,11,10,5,3,3,6,9,5,6,5,1,19,3480,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,3,0,2
62253,"Greatest Showman, The",14410116,12/22/2017,15,13,10,19,19,16,12,15,12,75,73,73,70,80,76,70,78,64,38,37,36,41,40,39,36,37,31,5,2,5,6,5,6,2,0,3,6,4,6,8,7,7,5,6,0,2,0,1,4,4,3,1,2,4,53,3006,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,1,1,0
62254,Mike & Dave Need Wedding Dates,16628170,7/8/2016,12,10,10,15,12,11,14,13,15,66,62,64,72,67,65,69,66,74,35,33,29,42,36,34,35,42,24,3,2,2,7,2,4,3,2,2,6,5,5,9,5,5,5,7,4,1,0,0,2,1,1,1,1,2,40,2982,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,2,2,0,0
62255,"Mountain Between Us, The",10551336,10/6/2017,15,9,11,13,24,14,27,13,9,72,67,68,71,79,72,86,66,63,37,33,34,35,43,33,52,45,26,8,5,4,6,14,7,11,7,8,11,6,6,8,20,10,14,10,7,3,0,2,2,6,3,6,2,2,43,3088,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,3,2,0,1
